5.0718,0.71231,0.71231
2.7511,1.1228,1.1228
2.1706,1.1735,1.1735
1.9749,0.5255,0.5255
1.8644,0.49263,0.49263
1.6817,0.42322,0.42322
1.5702,0.07793,0.07793
1.5551,0.038358,0.038358
1.3264,1.0605,1.0605
1.1285,0.22916,0.22916
0.58137,0.50899,0.50899
0.56346,0.56892,0.56892
0.46208,0.56338,0.56338
